user,created_at,version,body,score,positive,negative,sum
6477701,2023/2/22,v3.4.0-rc1,cc @gengliangwang ,"1,-1    ",1,-1,0
6477701,2023/2/22,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/22,v3.4.0-rc1,"Or we can remove all `@since *` and just add one `@since 3.4.0` at the top level of the connect. And then, let the new (master branch only) APIs to have `@since 3.5.0` in the next release.","1,-1    ",1,-1,0
6477701,2023/2/22,v3.4.0-rc1,Or just grip and replace `@since *` to `@since 3.4.0` ...,"1,-1    ",1,-1,0
6477701,2023/2/22,v3.4.0-rc1,"This seems duplicating a lot of the existing quickstart.
Should we maybe just mention in the original quickstart, and have a separate quickstart for connect?
We should demonstrate the idea of being separate client and server Ideally.","1,-2    ",1,-2,-1
6477701,2023/2/22,v3.4.0-rc1,"note for myself, I checked this PR by https://mybinder.org/v2/gh/itholic/spark.git/SPARK-42475?filepath=python%2Fdocs%2Fsource%2Fgetting_started%2Fquickstart_connect.ipynb","1,-1    ",1,-1,0
6477701,2023/2/22,v3.4.0-rc1,"> Can we replace ""SparkSession.builder.master(""local[*]"").getOrCreate().stop()""
> with just spark.stop() ?

This was actually my suggestion to explicitly show the diff between SparkSession.builder.master vs SparkSession.builder.remote ;-).","2,-1    ",2,-1,1
6477701,2023/2/22,v3.4.0-rc1,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
6477701,2023/2/23,v3.4.0-rc1,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/2/23,v3.4.0-rc1,"Merged to master, branch-3.4, branch-3.3 and branch-3.2.","2,-1    ",2,-1,1
6477701,2023/2/23,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/23,v3.4.0-rc1,let me take a quick look,"1,-1    ",1,-1,0
6477701,2023/2/23,v3.4.0-rc1,okay .. finally found out why .. let me create a PR ..,"1,-1    ",1,-1,0
6477701,2023/2/23,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/23,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/23,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/24,v3.4.0-rc1,"cc @gengliangwang, sorry I missed two more tests.","1,-1    ",1,-1,0
6477701,2023/2/24,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/24,v3.4.0-rc1,"qq,

> this is a breaking change to this experimental API.

What's breaking? would be good to keep the PR desc template (https://github.com/apache/spark/blob/master/.github/PULL_REQUEST_TEMPLATE)","1,-1    ",1,-1,0
6477701,2023/2/24,v3.4.0-rc1,cc @ueshin ,"1,-1    ",1,-1,0
6477701,2023/2/26,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
6477701,2023/2/27,v3.4.0-rc1,cc @rednaxelafx FYI,"1,-1    ",1,-1,0
6477701,2023/2/27,v3.4.0-rc1,"Seems like the tests didn't pass .. I am reverting this as it causes a lot of test failures. e.g.)
- https://github.com/apache/spark/runs/11644563592
- https://github.com/apache/spark/actions/runs/4288729207/jobs/7471072831
","1,-1    ",1,-1,0
6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-3    ",1,-3,-2
6477701,2023/2/28,v3.4.0-rc1,cc @rithwik-db @xinrong-meng ,"1,-1    ",1,-1,0
6477701,2023/2/28,v3.4.0-rc1,cc @WeichenXu123 I think we should test other python versions too before the actual release.,"1,-1    ",1,-1,0
6477701,2023/2/28,v3.4.0-rc1,"yeah, I think we should set a scheduled job ... cc @dongjoon-hyun @Yikun too FYI","1,-1    ",1,-1,0
6477701,2023/2/28,v3.4.0-rc1,"Yup, this is actually rather a followup of https://github.com/apache/spark/commit/d5b08f8d99b14efa14ad706f9118762a2e570b34","1,-1    ",1,-1,0
6477701,2023/2/28,v3.4.0-rc1,"Although I had to manually skip a couple of tests (due to my env issue), I tested Python 3.7, 3.8, 3.9 (by CI), 3.10 and the tests pass.","2,-1    ",2,-1,1
6477701,2023/2/28,v3.4.0-rc1,I used `pip install -r dev/requirements.txt`.,"3,-1    ",3,-1,2
6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
6477701,2023/2/28,v3.4.0-rc1,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
6477701,2023/3/1,v3.4.0-rc1,cc @allanf-db FYI as we would put this Python example first too in your PR ,"1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,cc @Yikun FYI,"1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,cc @hvanhovell too FYI,"1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,@jzhuge let's fix the PR description. This technically does not revert https://github.com/apache/spark/pull/38699 but fixes a mistake that removed the code (that author and reviewers thought it's a duplicate).,"1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,nit but mind fixing up the PR description? want to merge it now :-),"1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,"Merged to master, branch-3.4, branch-3.3, and branch-3.2.","1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/1,v3.4.0-rc1,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/2,v3.4.0-rc2,cc @gengliangwang sorry for many followups ..  I don't know why I missed this ... this is the last followup.,"1,-1    ",1,-1,0
6477701,2023/3/2,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/2,v3.4.0-rc2,Will merge this one in few days if there aren't any objection.,"1,-1    ",1,-1,0
6477701,2023/3/2,v3.4.0-rc2,Merged to master,"2,-1    ",2,-1,1
6477701,2023/3/2,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/3,v3.4.0-rc2,Sounds good. Mind filing a JIRA please? ,"1,-1    ",1,-1,0
6477701,2023/3/3,v3.4.0-rc2,"
> - Shall we fix the data types also in tests?

Yeah, if the test failures look related, let's fix them.

> - For the moment, I have looked only for np.bool, np.object ans np.object0 but not the rest. Shall i try to find if there is something else?

If there are not a lot, it would be great to fix them together. If the occurrences are a lot, feel free to create a separate PR.

> - I have a workflow error,  Workflow run detection failed, i enabled github actions on my forked repo, how can i re run the tests?

If you rebase or merge the upstream, the test will be triggered, and the GitHub check status will be updated.
","1,-1    ",1,-1,0
6477701,2023/3/3,v3.4.0-rc2,"Maybe let's create a JIRA .. 

> I will create the JIRA still waiting on an answer from the mailing list.

BTW, what's the title of your email?","1,-1    ",1,-1,0
6477701,2023/3/3,v3.4.0-rc2,Seems like linter fails (https://github.com/aimtsou/spark/actions/runs/4304579333/jobs/7506798202).,"2,-1    ",2,-1,1
6477701,2023/3/3,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/4,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/5,v3.4.0-rc2,test: https://github.com/hvanhovell/spark/actions/runs/4318951397,"1,-1    ",1,-1,0
6477701,2023/3/5,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
6477701,2023/3/5,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
6477701,2023/3/6,v3.4.0-rc2,WDYT @hvanhovell ?,"1,-1    ",1,-1,0
6477701,2023/3/6,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/6,v3.4.0-rc2,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/6,v3.4.0-rc2,"All related tests passed.

Merged to master and branch-3.4.","1,-1    ",1,-1,0
6477701,2023/3/6,v3.4.0-rc2,"Seems like tests did not pass, and it fails in the master branch (https://github.com/apache/spark/actions/runs/4319488463/jobs/7538760733).

Let me quickly revert this for now.","1,-1    ",1,-1,0
6477701,2023/3/6,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/7,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/7,v3.4.0-rc2,cc @hvanhovell ,"2,-1    ",2,-1,1
6477701,2023/3/7,v3.4.0-rc2,Thanks! Let me merge after https://github.com/HyukjinKwon/spark/actions/runs/4323411173/jobs/7547000388. Should take less then 20 mins.,"1,-1    ",1,-1,0
6477701,2023/3/7,v3.4.0-rc2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/8,v3.4.0-rc2,cc @MaxGekk and @srielau ,"1,-1    ",1,-1,0
6477701,2023/3/8,v3.4.0-rc2,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/8,v3.4.0-rc2,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/9,v3.4.0-rc3,Merged to master and branch-3.4.,"3,-2    ",3,-2,1
6477701,2023/3/9,v3.4.0-rc3,Mind retriggering https://github.com/alkis/spark/runs/11797022157?,"1,-1    ",1,-1,0
6477701,2023/3/10,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/10,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/10,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/10,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/12,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/12,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/12,v3.4.0-rc4,cc @zhengruifeng @ueshin @grundprinzip FYI,"1,-1    ",1,-1,0
6477701,2023/3/12,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/12,v3.4.0-rc4,@xinrong-meng mind rebasing this? Otherwise should be good to go,"2,-1    ",2,-1,1
6477701,2023/3/12,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/12,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
6477701,2023/3/13,v3.4.0-rc4,Seems like the compliation didn't pass. Let me just quickly revert this and reopen.,"2,-1    ",2,-1,1
6477701,2023/3/13,v3.4.0-rc4,"Apache Spark has a custom implementation that leverages the build (and resources) from forked repository. Mind checking if the workload is enabled in your fork (https://github.com/MaicoTimmerman/spark/actions/workflows/build_and_test.yml), and rebase this?","1,-1    ",1,-1,0
6477701,2023/3/13,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/13,v3.4.0-rc4,cc @zero323 in case you have some feedback on this.,"1,-1    ",1,-1,0
6477701,2023/3/13,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/13,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/14,v3.4.0-rc4,"The test failure seems unrelated.

Merged to master and branch-3.4.","1,-1    ",1,-1,0
6477701,2023/3/14,v3.4.0-rc4,@WeichenXu123 mind fixing the PR title? This PR doesn't add the getActiveSession method,"1,-1    ",1,-1,0
6477701,2023/3/14,v3.4.0-rc4,Merged to master.,"1,-3    ",1,-3,-2
6477701,2023/3/14,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/14,v3.4.0-rc4,cc @itholic ,"1,-1    ",1,-1,0
6477701,2023/3/14,v3.4.0-rc4,cc @itholic @zhengruifeng @xinrong-meng if you find some time to review.,"1,-1    ",1,-1,0
6477701,2023/3/15,v3.4.0-rc4,Merged to master and branch-3.4.,"3,-1    ",3,-1,2
6477701,2023/3/15,v3.4.0-rc4,"and, `pyspark.sql.connect.*` isn't also supposed to be called directly by users. so this PR is just more about internal refactoring.","1,-1    ",1,-1,0
6477701,2023/3/15,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/15,v3.4.0-rc4,cc @grundprinzip and @hvanhovell FYI,"1,-1    ",1,-1,0
6477701,2023/3/15,v3.4.0-rc4,"BTW, mind fxing https://github.com/apache/spark/pull/40389#discussion_r1136914961 though","1,-1    ",1,-1,0
6477701,2023/3/16,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/17,v3.4.0-rc4,Merged to master and branch-3.4.,"2,-2    ",2,-2,0
6477701,2023/3/17,v3.4.0-rc4,Merged to master.,"2,-1    ",2,-1,1
6477701,2023/3/17,v3.4.0-rc4,It has a conflict with 3.4. mind creating a PR to backport this?,"1,-2    ",1,-2,-1
6477701,2023/3/20,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,cc @itholic ,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,Cc @Yikun too if you find some time to review.,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,cc @itholic @zhengruifeng @xinrong-meng if you find some time to review.,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,FYI: https://github.com/rithwik-db/spark/runs/12002967878,"3,-1    ",3,-1,2
6477701,2023/3/20,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,👌 ,"1,-3    ",1,-3,-2
6477701,2023/3/20,v3.4.0-rc4,cc @HeartSaVioR ,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/20,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-3    ",1,-3,-2
6477701,2023/3/21,v3.4.0-rc4,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
6477701,2023/3/21,v3.4.0-rc4,cc @itholic and @Yikun if you find some time to review.,"1,-1    ",1,-1,0
6477701,2023/3/21,v3.4.0-rc4,cc @itholic @zhengruifeng @xinrong-meng if you find some time to review.,"3,-1    ",3,-1,2
6477701,2023/3/21,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/21,v3.4.0-rc4,"BTW, @hvanhovell please take another look for a posthoc review. I just took a look to make sure the impl is matched with PySpark side so I might have missed few things.","1,-1    ",1,-1,0
6477701,2023/3/21,v3.4.0-rc4,Merged to master.,"2,-3    ",2,-3,-1
6477701,2023/3/21,v3.4.0-rc4,"All tests passed.

Merged to master and branch-3.4.","1,-1    ",1,-1,0
6477701,2023/3/22,v3.4.0-rc4,AppVeyor failure (`continuous-integration/appveyor/pr`) should be fine to ignore for now.,"1,-1    ",1,-1,0
6477701,2023/3/22,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/22,v3.4.0-rc4,cc @cloud-fan @hvanhovell FYI,"2,-2    ",2,-2,0
6477701,2023/3/22,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/22,v3.4.0-rc4,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
6477701,2023/3/22,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/23,v3.4.0-rc4,Merged to master.,"1,-3    ",1,-3,-2
6477701,2023/3/23,v3.4.0-rc4,Mind filing a JIRA please? cc @MaxGekk @itholic FYI,"1,-1    ",1,-1,0
6477701,2023/3/23,v3.4.0-rc4,Mind filling the PR description as well?,"1,-1    ",1,-1,0
6477701,2023/3/23,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/23,v3.4.0-rc4,Merged to master and branch-3.4.,"3,-1    ",3,-1,2
6477701,2023/3/23,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/23,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/23,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/24,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/24,v3.4.0-rc4,Thanks for filing a separate JIRA.,"1,-1    ",1,-1,0
6477701,2023/3/24,v3.4.0-rc4,Yeah so I just reverted it from master and 3.4 ;-).,"1,-1    ",1,-1,0
6477701,2023/3/24,v3.4.0-rc4,cc @zhengruifeng FYI,"1,-1    ",1,-1,0
6477701,2023/3/24,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/24,v3.4.0-rc4,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
6477701,2023/3/24,v3.4.0-rc4,Merged to master.,"3,-1    ",3,-1,2
6477701,2023/3/24,v3.4.0-rc4,Merged to branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/25,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/25,v3.4.0-rc4,It has a conflict w/ branch-3.4. mind creating a backport PR please?,"2,-1    ",2,-1,1
6477701,2023/3/25,v3.4.0-rc4,Merged to master.,"2,-1    ",2,-1,1
6477701,2023/3/27,v3.4.0-rc4,Mind double checking? Seems they are not running https://github.com/sudoliyang/spark/actions,"1,-1    ",1,-1,0
6477701,2023/3/27,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/27,v3.4.0-rc4,LGTM if tests pass,"1,-1    ",1,-1,0
6477701,2023/3/27,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/27,v3.4.0-rc4,"I think ANSI test fails after this PR:

```
[info] - timestampNTZ/datetime-special.sql_analyzer_test *** FAILED *** (31 milliseconds)
[info]   timestampNTZ/datetime-special.sql_analyzer_test
[info]   Expected ""...date(999999, 3, 18, [false) AS make_date(999999, 3, 18)#x, make_date(-1, 1, 28, fals]e) AS make_date(-1, ..."", but got ""...date(999999, 3, 18, [true) AS make_date(999999, 3, 18)#x, make_date(-1, 1, 28, tru]e) AS make_date(-1, ..."" Result did not match for query #1
[info]   select make_date(999999, 3, 18), make_date(-1, 1, 28) (SQLQueryTestSuite.scala:777)
[info]   org.scalatest.exceptions.TestFailedException:
[info]   at org.scalatest.Assertions.newAssertionFailedException(Assertions.scala:472)
[info]   at org.scalatest.Assertions.newAssertionFailedException$(Assertions.scala:471)
[info]   at org.scalatest.funsuite.AnyFunSuite.newAssertionFailedException(AnyFunSuite.scala:1564)
[info]   at org.scalatest.Assertions.assertResult(Assertions.scala:847)
[info]   at org.scalatest.Assertions.assertResult$(Assertions.scala:842)
[info]   at org.scalatest.funsuite.AnyFunSuite.assertResult(AnyFunSuite.scala:1564)
[info]   at org.apache.spark.sql.SQLQueryTestSuite.$anonfun$readGoldenFileAndCompareResults$3(SQLQueryTestSuite.scala:777)
[info]   at scala.collection.mutable.ResizableArray.foreach(ResizableArray.scala:62)
```

https://github.com/apache/spark/actions/runs/4496107425/jobs/7910457741

@dtenedor mind taking a look please? cc @gengliangwang ","1,-1    ",1,-1,0
6477701,2023/3/27,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/27,v3.4.0-rc4,cc @viirya FYI,"1,-2    ",1,-2,-1
6477701,2023/3/28,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/28,v3.4.0-rc4,Merged to master.,"2,-1    ",2,-1,1
6477701,2023/3/28,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/28,v3.4.0-rc4,Merged to branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/28,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/28,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/28,v3.4.0-rc4,"Predicate pushdown is just an example. e.g., you might want to combine adjacent `MapInPandas`s but it would need a special handling if `is_barrier` flag is added. ","1,-1    ",1,-1,0
6477701,2023/3/28,v3.4.0-rc4,"I am saying that real power of Catalyst optimizer is to optimize/reorder these logical plans, and I believe that's the reason why barrier execution wasn't introduced in SQL. The barrier has to be created exactly when the call is invoked, in which basically it requires something like https://github.com/apache/spark/pull/19873 to have a sound implementation.

However, I am fine with having this as an exception if you guys are fine with this.","1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,Those are actually not real JIRAs or TODOs. These are the pointers of the original fix or ticket (that contains examples or code change). So I guess it's fine as is.,"1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,LGTM if tests pass,"1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,Merged to master.,"1,-2    ",1,-2,-1
6477701,2023/3/29,v3.4.0-rc4,The problem is that you don't use Spark Connect but it complains that it needs `grpcio`,"2,-1    ",2,-1,1
6477701,2023/3/29,v3.4.0-rc4,"For example, you can't just import `from pyspark.sql.connect.column import Column as ConnectColumn` at `pyspark/pandas/_typing.py`. Even you don't use Spark connect, it will check the dependency. Can we avoid this?","1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,"> Is it so had to add the dependency for grpc when using the pandas API?

It's not super hard. But it's a bit odd to add this alone to pandas API on Spark. We should probably think about adding grpcio as a hard dependency for whole PySpark project, but definitely not alone for pandas API on Spark.

> What are we achieving with this? GRPC is a stable protocol and not a random library. It's available throughout all platforms.
> What's the benefit of trying this pure approach?

So for the current status, we're trying to add the dependencies that the module need so users won't need to install the unnecessary dependency. In addition, adding the dependency breaks existing applications when they migrate from 3.4 to 3.5. It matters when PySpark is installed without `pip` (which is actually the official release channel of Apache Spark).

","1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,So my proposal is to keep it consistent for now (that dose not require `grpcio` when we don't use Spark Connect). And separately discuss if we should switch them to a hard required dependency.,"1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/29,v3.4.0-rc4,Merged to master and branch-3.4.,"1,-2    ",1,-2,-1
6477701,2023/3/29,v3.4.0-rc4,Merged to master and branch-3.4.,"3,-1    ",3,-1,2
6477701,2023/3/30,v3.4.0-rc5,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/30,v3.4.0-rc5,Merged to master.,"3,-1    ",3,-1,2
6477701,2023/3/30,v3.4.0-rc5,It has a conflict with branch-3.4. mind creating a backport please?,"2,-1    ",2,-1,1
6477701,2023/3/30,v3.4.0-rc5,Sure that's fine.,"3,-2    ",3,-2,1
6477701,2023/3/30,v3.4.0-rc5,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/30,v3.4.0-rc5,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
6477701,2023/3/30,v3.4.0-rc5,Merged to master.,"1,-1    ",1,-1,0
6477701,2023/3/30,v3.4.0-rc5,@ueshin it has a conflict w/ branch-3.4. would you mind creating a backport PR?,"1,-1    ",1,-1,0
6477701,2023/3/30,v3.4.0-rc5,cc @zhengruifeng ,"1,-1    ",1,-1,0
6477701,2023/3/30,v3.4.0-rc5,Merged to master.,"1,-1    ",1,-1,0
