# -*- coding: utf-8 -*-
id,user,created_at,version,body,score,positive,negative,0
1431838287,9616802,2023/2/15,v3.3.2,merging.,"1,-1    ",1,-1,0
1432288033,6477701,2023/2/15,v3.3.2,"FYI, bunch of Scala 2.13 tests fail (https://github.com/apache/spark/actions/runs/4187249065/jobs/7256849374#step:9:19944) should be fixed before cutting RC cc @xinrong-meng ","1,-1    ",1,-1,0
1432574039,9700541,2023/2/15,v3.3.2,"Hi, @hvanhovell .
Since we are close to RC1 cut, could you test Scala 2.13 before merging your PR, please?
If there is the best person to do that, it's you, @hvanhovell . :) ","1,-1    ",1,-1,0
1431223398,6477701,2023/2/15,v3.3.2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1431286013,7322292,2023/2/15,v3.3.2,Thank you @HyukjinKwon @dongjoon-hyun ,"1,-1    ",1,-1,0
1431230658,6477701,2023/2/15,v3.3.2,Merged to master and branch-3.4.,"2,-1    ",2,-1,1
1430853190,9700541,2023/2/15,v3.3.2,"No, it was broken since Spark 3.3.0.","1,-1    ",1,-1,0
1430858753,68855,2023/2/15,v3.3.2,"> cc @HyukjinKwon and @viirya Note that I don't think this is a blocker for 3.3.2 RC1 vote.

Hmm, I think you will back port it to branch-3.3? But we don't need to cut RC2 for it? Do you mean that?","1,-1    ",1,-1,0
1430861413,9700541,2023/2/15,v3.3.2,"Yes, I'll land this after your release, @viirya .","1,-1    ",1,-1,0
1430889715,9700541,2023/2/15,v3.3.2,"Thank you, @viirya . Let me open this until Tomorrow. :)","1,-1    ",1,-1,0
1430892112,9700541,2023/2/15,v3.3.2,"Also, cc @xinrong-meng ","1,-1    ",1,-1,0
1431745003,9700541,2023/2/15,v3.3.2,"Thank you, @viirya and @HyukjinKwon .

For the record, Apache Spark 3.3.2 RC1 vote passed. This patch will be delivered via Spark 3.4.0/3.3.3.
- https://lists.apache.org/thread/krnpf0tv1jdxy6dlssho1cn7ckfjwk2m","1,-3    ",1,-3,-2
1430935707,112507318,2023/2/16,v3.3.2,"Attaching screenshots of the updated pages.

<img width=""1160"" alt=""getting_started-install rst"" src=""https://user-images.githubusercontent.com/112507318/218973521-6206edc3-abc5-481b-8c90-183fe0d82b7b.png"">

<img width=""1160"" alt=""getting_started-quickstart_df ipynb"" src=""https://user-images.githubusercontent.com/112507318/218973623-1d9e4e02-0b4a-42fa-aa87-b5dda72e64bc.png"">

<img width=""1160"" alt=""reference-pyspark streaming rst"" src=""https://user-images.githubusercontent.com/112507318/218973697-be6f786b-7c90-4bfb-a86f-1b870987a2b7.png"">

<img width=""1160"" alt=""user_guide-index rst"" src=""https://user-images.githubusercontent.com/112507318/218973758-e2d9b81a-63f9-43b0-8f72-1fb96f594ed7.png"">
","1,-1    ",1,-1,0
1431229494,6477701,2023/2/16,v3.3.2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1431303122,7322292,2023/2/16,v3.3.2,"Late LGTM, thank you @allanf-db !","3,-1    ",3,-1,2
1432821635,1580697,2023/2/16,v3.3.2,"@haoyanzhang It is better to create a separate branch per every PR:
<img width=""700"" alt=""Screenshot 2023-02-16 at 12 54 49"" src=""https://user-images.githubusercontent.com/1580697/219332108-0c909f7d-907c-46c3-b290-b70029675ea1.png"">

see ""Pull request"" at https://spark.apache.org/contributing.html","3,-1    ",3,-1,2
1433173840,1580697,2023/2/16,v3.3.2,"@haoyanzhang Do you have an account at OSS JIRA: https://issues.apache.org/jira ? If not, I'll create it for you.","1,-1    ",1,-1,0
1434149215,42863974,2023/2/16,v3.3.2,"> @haoyanzhang It is better to create a separate branch per every PR: <img alt=""Screenshot 2023-02-16 at 12 54 49"" width=""700"" src=""https://user-images.githubusercontent.com/1580697/219332108-0c909f7d-907c-46c3-b290-b70029675ea1.png"">
> 
> see ""Pull request"" at https://spark.apache.org/contributing.html

got it,  will do it next time","2,-1    ",2,-1,1
1434149874,42863974,2023/2/16,v3.3.2,"> @haoyanzhang Do you have an account at OSS JIRA: https://issues.apache.org/jira ? If not, I'll create it for you.

I have one, thanks","3,-1    ",3,-1,2
1434159868,1580697,2023/2/16,v3.3.2,"+1, LGTM. Merging to master.
Thank you, @haoyanzhang and @HyukjinKwon for review.","1,-1    ",1,-1,0
1434161152,1580697,2023/2/16,v3.3.2,@haoyanzhang Congratulations with the first contribution to Apache Spark!,"1,-1    ",1,-1,0
1430947347,9700541,2023/2/16,v3.3.2,cc @HyukjinKwon ,"1,-2    ",1,-2,-1
1431225319,6477701,2023/2/16,v3.3.2,Merged to master.,"2,-1    ",2,-1,1
1431450365,1475305,2023/2/16,v3.3.2,late LGTM,"1,-1    ",1,-1,0
1431692588,9700541,2023/2/16,v3.3.2,"Thank you, @yaooqinn , @HyukjinKwon , @LuciferYang .","1,-1    ",1,-1,0
1433551293,47577197,2023/2/16,v3.3.2,So now we can upgrade guava?,"2,-2    ",2,-2,0
1433788143,9700541,2023/2/16,v3.3.2,"Not yet, @bjornjorgensen ~ :) Please hold on any significant changes until Apache Spark 3.4 is released. We still need to backport many bug fixes during Apache Spark 3.4 RC period. Here I just removed the broken CI which no one will take care.","1,-1    ",1,-1,0
1478796828,6477701,2023/2/16,v3.3.2,I remember Guava upgrade is also blocked by Hive .. IIRC .. ,"1,-1    ",1,-1,0
1430981352,79476540,2023/2/16,v3.3.2,cc @olaky ,"2,-1    ",2,-1,1
1431265668,1825975,2023/2/16,v3.3.2,"Thanks, this is a helpful clarification","1,-1    ",1,-1,0
1433941303,6477701,2023/2/16,v3.3.2,cc @cloud-fan ,"1,-1    ",1,-1,0
1437769149,79476540,2023/2/16,v3.3.2,"@cloud-fan @olaky Added more clarifications, let me know WDYT! Thanks","1,-1    ",1,-1,0
1438036639,79476540,2023/2/16,v3.3.2,Thanks! updated,"1,-1    ",1,-1,0
1439619002,79476540,2023/2/16,v3.3.2,"cc @cloud-fan Fixed the style, and passed all checks, thanks!","1,-1    ",1,-1,0
1439883459,3182036,2023/2/16,v3.3.2,"thanks, merging to master/3.4!","1,-1    ",1,-1,0
1431227079,6477701,2023/2/16,v3.3.2,cc @juliuszsompolski @cloud-fan FYI,"1,-1    ",1,-1,0
1436361416,8326978,2023/2/16,v3.3.2,kindly ping @HyukjinKwon @HyukjinKwon ,"2,-1    ",2,-1,1
1441387689,8326978,2023/2/16,v3.3.2,"thanks, merged to master and 3.4","1,-1    ",1,-1,0
1431299312,7322292,2023/2/16,v3.3.2,cc @HyukjinKwon ,"1,-1    ",1,-1,0
1431427227,6477701,2023/2/16,v3.3.2,Thanks for fixing this. Merged to master and branch-3.4.,"1,-3    ",1,-3,-2
1431565156,9616802,2023/2/16,v3.3.2,cc @zhenlineo we discussed this today,"1,-1    ",1,-1,0
1431708473,4190164,2023/2/16,v3.3.2,"Thanks for looking into this. We should definitely fix the leak. I would probably do the same:
When we close the session, we go through all buffers and close them. The Result and cleaner also holds some resources.","2,-1    ",2,-1,1
1432389031,9616802,2023/2/16,v3.3.2,We can also just clean-up the results. Part of the problem is that the E2E test does not close results. I am not sure if there are similar issues on the server side.,"2,-1    ",2,-1,1
1432389301,9616802,2023/2/16,v3.3.2,Will submit a PR shortly.,"1,-1    ",1,-1,0
1432401244,4190164,2023/2/16,v3.3.2,"@hvanhovell What about this? https://github.com/apache/spark/compare/master...zhenlineo:spark:allocator-memleak?expand=1 when a session is closed, we force to close all buffers.","2,-1    ",2,-1,1
1432416730,1475305,2023/2/16,v3.3.2,"Let me close this one, thanks @hvanhovell @zhenlineo ","1,-1    ",1,-1,0
1432401420,5399861,2023/2/16,v3.3.2,Merged to master.,"1,-2    ",1,-2,-1
1432415758,1475305,2023/2/16,v3.3.2,Thanks @wangyum @dongjoon-hyun ,"1,-2    ",1,-2,-1
1445410662,24260474,2023/2/16,v3.3.2,"@srielau could you take a look, pls?","1,-1    ",1,-1,0
1445466115,24260474,2023/2/16,v3.3.2,"Also, I'd like to share some performance measurements from my local machine, using JMH:
code example:
```java
...
    @Benchmark
    public void convert_branch_master(Blackhole bh) {
        // Convert to unsigned
        for (int i = -10_000; i < 10_000; i++) {
            UTF8String convert = NumberConverter
                    .convert(UTF8String.fromString(String.valueOf(i)).getBytes(), 10, 16);
            bh.consume(convert);
        }

        // Convert to signed
        for (int i = -10_000; i < 10_000; i++) {
            UTF8String convert = NumberConverter
                    .convert(UTF8String.fromString(String.valueOf(i)).getBytes(), 10, -16);
            bh.consume(convert);
        }
    }
...

// the same code for SPARK-42399 branch
```

With Java 8, current PR even speeds up the performance:
```java
# JMH version: 1.36
# VM version: JDK 1.8.0_362, OpenJDK 64-Bit Server VM, 25.362-b00
# VM invoker: /usr/local/Cellar/openjdk@8/1.8.0+362/libexec/openjdk.jdk/Contents/Home/jre/bin/java
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op



Benchmark                                           Mode  Cnt   Score   Error  Units
NumberConverterBenchmark.convert_branch_master      avgt   10  30.458 ± 1.638  ms/op
NumberConverterBenchmark.convert_branch_spark42399  avgt   10  22.857 ± 0.421  ms/op

```

With Java 11, implementation from master branch works more then 2 times faster than the same implementation with Java 8!
But there is not a big gap in performance difference between master branch implementation and implementation from current branch. 
```java
# JMH version: 1.36
# VM version: JDK 11.0.16.1, OpenJDK 64-Bit Server VM, 11.0.16.1+0
# VM invoker: /usr/local/Cellar/openjdk@11/11.0.16.1/libexec/openjdk.jdk/Contents/Home/bin/java
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op

Benchmark                                           Mode  Cnt   Score   Error  Units
NumberConverterBenchmark.convert_branch_master      avgt   10  14.453 ± 1.082  ms/op
NumberConverterBenchmark.convert_branch_spark42399  avgt   10  17.956 ± 0.489  ms/op

```

With Java 17, implementation from master branch works more then 3 times faster than the same implementation with Java 8 and ~ 2 times faster then the same implementation with Java 11!
And here is a significant difference between master branch implementation and current branch (master branch is ~2x times faster...). 
```java
# JMH version: 1.36
# VM version: JDK 17.0.4.1, OpenJDK 64-Bit Server VM, 17.0.4.1+1
# VM invoker: /usr/local/Cellar/openjdk@17/17.0.4.1_1/libexec/openjdk.jdk/Contents/Home/bin/java
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 5 iterations, 10 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op

Benchmark                                           Mode  Cnt   Score   Error  Units
NumberConverterBenchmark.convert_branch_master      avgt   10   8.410 ± 0.161  ms/op
NumberConverterBenchmark.convert_branch_spark42399  avgt   10  18.162 ± 0.036  ms/op
```","1,-1    ",1,-1,0
1431832387,1938382,2023/2/16,v3.3.2,@hvanhovell ,"1,-1    ",1,-1,0
1432343731,3182036,2023/2/16,v3.3.2,"thanks, merging to master/3.4!","1,-1    ",1,-1,0
1432046172,1097932,2023/2/16,v3.3.2,cc @sadikovi @HyukjinKwon ,"1,-1    ",1,-1,0
1432284703,6477701,2023/2/16,v3.3.2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1432057981,1097932,2023/2/16,v3.3.2,cc @sadikovi @HyukjinKwon ,"1,-1    ",1,-1,0
1432104742,7788766,2023/2/16,v3.3.2,We discussed before and decided to keep prefersDate similar to a decimal config cc @HyukjinKwon ,"1,-1    ",1,-1,0
1432116814,1097932,2023/2/16,v3.3.2,"Hmm, I take a quick check, do you mean the json option `prefersDecimal`?  It is inconsistent with other JSON data source options either https://github.com/apache/spark/blob/master/sql/catalyst/src/main/scala/org/apache/spark/sql/catalyst/json/JSONOptions.scala#L240 ... Users can make mistakes since they are used to data source options without `s` on the verb.

Shall we support `preferDecimal` and `prefersDecimal` in JSON, and use `prefer` in the new options of Spark 3.4?","1,-1    ",1,-1,0
1432284408,6477701,2023/2/16,v3.3.2,im fine w/ that,"1,-1    ",1,-1,0
1432287936,7788766,2023/2/16,v3.3.2,I am curious why did we not do it from the beginning?,"1,-1    ",1,-1,0
1432443063,1097932,2023/2/16,v3.3.2,"> I am curious why did we not do it from the beginning?

I didn't join the discussion, but let's make the naming consistent before it is too late. There is only one exception `prefersDecimal` now.

","1,-1    ",1,-1,0
1433963496,1097932,2023/2/16,v3.3.2,"Thanks, merging to master/3.4","1,-1    ",1,-1,0
1432127548,112507318,2023/2/16,v3.3.2,CC @HyukjinKwon @zhengruifeng ,"1,-1    ",1,-1,0
1432199865,112507318,2023/2/16,v3.3.2,"Attaching screenshots of the updated Migration Guides page and the new version upgrade sub-page.

<img width=""1340"" alt=""pyspark_migration_guides_doc_page"" src=""https://user-images.githubusercontent.com/112507318/219209282-27bea6e8-beb5-4336-a6c1-7e91a011a225.png"">

<img width=""1340"" alt=""pyspark_migration_guide_upgrade_doc_page"" src=""https://user-images.githubusercontent.com/112507318/219209350-bdbf18e4-e77b-414e-a19d-8e431fb2a60a.png"">
","1,-1    ",1,-1,0
1432336441,6477701,2023/2/16,v3.3.2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1432662837,6477701,2023/2/17,v3.3.2,"Yeah, let's close. I don't think this is an issue.","1,-1    ",1,-1,0
1432696569,9700541,2023/2/17,v3.3.2,"Thank you, @HyukjinKwon and @rithwik-db .","1,-1    ",1,-1,0
1432388816,6477701,2023/2/17,v3.3.2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1432420701,6477701,2023/2/17,v3.3.2,Merged to master and branch-3.4.,"1,-1    ",1,-1,0
1432411649,9616802,2023/2/17,v3.3.2,cc @zhenlineo @LuciferYang ,"3,-1    ",3,-1,2
1432449028,1475305,2023/2/17,v3.3.2,"https://github.com/apache/spark/blob/7ee8a32077b09cb847b6ac41cdc5067cf7bd83e9/connector/connect/client/jvm/src/test/scala/org/apache/spark/sql/connect/client/util/RemoteSparkSession.scala#L155-L159

should we remove this `try catch`? This may cover up some problems, but this may be another pr

","1,-1    ",1,-1,0
1432606038,9700541,2023/2/17,v3.3.2,"According to your comment, is it okay for me to merge, @LuciferYang ?","1,-1    ",1,-1,0
1432606445,1475305,2023/2/17,v3.3.2,"> According to your comment, is it okay for me to merge, @LuciferYang ?

ok to merge ~","1,-1    ",1,-1,0
1432607346,9700541,2023/2/17,v3.3.2,"Thanks, @LuciferYang . Merged to master/3.4.
Thank you, @hvanhovell , @HyukjinKwon , @LuciferYang .","1,-1    ",1,-1,0
1436542110,3182036,2023/2/17,v3.3.2,"thanks for the review, merging to master/3.4!","1,-1    ",1,-1,0
1437534098,9700541,2023/2/17,v3.3.2,"Interestingly, it passed locally while GitHub Action jobs keep failing.
```
$ build/sbt ""sql/testOnly *.OrcSourceV1Suite -- -z SPARK-11412""
...
[info] All tests passed.
[success] Total time: 23 s, completed Feb 20, 2023, 12:54:28 PM
```","1,-1    ",1,-1,0
1437632660,9700541,2023/2/17,v3.3.2,"Since this happens in GitHub Action currently, I made a WIP PR for further investigation. If it's valid, I'll convert it to the official PR separately from this PR.
- https://github.com/apache/spark/pull/40095","1,-1    ",1,-1,0
1437705253,9700541,2023/2/17,v3.3.2,I closed my PR because the failure seems to happen more earlier than this commit.,"1,-1    ",1,-1,0
1432438668,9616802,2023/2/17,v3.3.2,Note for the reviewer. I still want to add a couple of tests for duplicate functions.,"1,-1    ",1,-1,0
1433076065,9616802,2023/2/17,v3.3.2,@dongjoon-hyun I will fix those today. I do think we should have a discussion about this. Currently we have both maven and scala-2.13 that are not tested during CI. That seems wrong if both are apparently supported. The mental overhead of testing these manually is very high.,"1,-1    ",1,-1,0
1433077927,9616802,2023/2/17,v3.3.2,"As for blocking other community members severely, the same applies to the lack of testing of scala-2.13.","1,-1    ",1,-1,0
1433709843,9616802,2023/2/17,v3.3.2,Fix for 2.13 has merged. I am going to hold this off until https://github.com/apache/spark/pull/40056 is merged.,"1,-1    ",1,-1,0
1434562822,9616802,2023/2/17,v3.3.2,merging,"2,-1    ",2,-1,1
1434564036,9616802,2023/2/17,v3.3.2,thanks all,"1,-1    ",1,-1,0
1432511333,68855,2023/2/17,v3.3.2,Some info I searched about it: https://docs.docker.com/build/attestations/slsa-provenance/.,"2,-1    ",2,-1,1
1432511424,9700541,2023/2/17,v3.3.2,Thank you. The affected versions are the future releases (3.4.0/3.3.3/3.2.4) instead of the released version.,"4,-1    ",4,-1,3
1432561510,9700541,2023/2/17,v3.3.2,K8s Integration Tests passed. Merged to master/3.4/3.3/3.2.,"1,-1    ",1,-1,0
1432646662,1475305,2023/2/17,v3.3.2,cc @wangyum @srowen FYI,"1,-1    ",1,-1,0
1432653093,5399861,2023/2/17,v3.3.2,Could you test against hadoop-2?,"1,-1    ",1,-1,0
1432702958,1475305,2023/2/17,v3.3.2,"> Could you test against hadoop-2?

Do same check with -Phadoop-2

**Maven** 

```
build/mvn clean
build/mvn clean install -DskipTestes -pl resource-managers/yarn -am -Pyarn -Phadoop-2
build/mvn -Dtest=none -DwildcardSuites=org.apache.spark.deploy.yarn.YarnClusterSuite -pl resource-managers/yarn test -Pyarn -Phadoop-2
build/mvn test -pl resource-managers/yarn -Pyarn -Dtest.exclude.tags=org.apache.spark.tags.ExtendedLevelDBTest  -Phadoop-2
```

**SBT**

```
build/sbt clean yarn/test -Pyarn -Dtest.exclude.tags=org.apache.spark.tags.ExtendedLevelDBTest -Phadoop-2
```


All tests passed.

","1,-1    ",1,-1,0
1433264221,822522,2023/2/17,v3.3.2,Merged to master,"1,-1    ",1,-1,0
1435483886,13592258,2023/2/17,v3.3.2,Merged to master. Thanks @LuciferYang ,"2,-2    ",2,-2,0
1435487106,9700541,2023/2/17,v3.3.2,"Thank you, @LuciferYang and @huaxingao !","1,-2    ",1,-2,-1
1435520624,1475305,2023/2/17,v3.3.2,Thanks @huaxingao @dongjoon-hyun ,"1,-1    ",1,-1,0
1433329522,9616802,2023/2/17,v3.3.2,"@nija-at can you file a ticket in the JIRA (or ask me to do it), and add that to the title?","2,-1    ",2,-1,1
1433330261,9616802,2023/2/18,v3.3.2,Can you also do this for the scala client?,"1,-1    ",1,-1,0
1433779252,1938382,2023/2/18,v3.3.2,Actually. Please open a JIRA and add JIRA id to the PR title along with module names (example: `[SPARK-xxxx][CONNECT][PYTHON]) accept user_agent in spark connect's connection string`),"2,-1    ",2,-1,1
